Zip Code,Size AGI,Adjusted Gross Income,,,,,
92139,"$75,000 under $100,000",108001,,,,,
92139,"$100,000 under $200,000",135353,,,,,
92139,"$200,000 or more",13876,,,,,
92154,"$1 under $25,000",220868,,,,,
92154,"$25,000 under $50,000",376451,,,,,
92154,"$50,000 under $75,000",294785,,,,,
92154,"$75,000 under $100,000",206607,,,,,
92154,"$100,000 under $200,000",263872,,,,,
92154,"$200,000 or more",83075,,,,,
92173,"$1 under $25,000",160395,,,,,
92173,"$25,000 under $50,000",191491,,,,,
92173,"$50,000 under $75,000",94630,,,,,
92173,"$75,000 under $100,000",44340,,,,,
92173,"$100,000 under $200,000",40668,,,,,
92173,"$200,000 or more",,,,,,
92201,"$1 under $25,000",167602,,,,,
92201,"$25,000 under $50,000",204241,,,,,
92201,"$50,000 under $75,000",134437,,,,,
92201,"$75,000 under $100,000",106049,,,,,
92201,"$100,000 under $200,000",141703,,,,,
92201,"$200,000 or more",51795,,,,,
92203,"$1 under $25,000",44164,,,,,
92203,"$25,000 under $50,000",81635,,,,,
92203,"$50,000 under $75,000",96540,,,,,
92203,"$75,000 under $100,000",94287,,,,,
92203,"$100,000 under $200,000",180190,,,,,
92203,"$200,000 or more",98112,,,,,
92210,"$1 under $25,000",5747,,,,,
92210,"$25,000 under $50,000",10728,,,,,
92210,"$50,000 under $75,000",12180,,,,,
92210,"$75,000 under $100,000",15469,,,,,
92210,"$100,000 under $200,000",51257,,,,,
92210,"$200,000 or more",282271,,,,,
92211,"$1 under $25,000",45313,,,,,
92211,"$25,000 under $50,000",87716,,,,,
92211,"$50,000 under $75,000",102556,,,,,
92211,"$75,000 under $100,000",110753,,,,,
92211,"$100,000 under $200,000",219725,,,,,
92211,"$200,000 or more",164156,,,,,
92220,"$1 under $25,000",76849,,,,,
92220,"$25,000 under $50,000",115314,,,,,
92220,"$50,000 under $75,000",95337,,,,,
92220,"$75,000 under $100,000",69878,,,,,
92220,"$100,000 under $200,000",82059,,,,,
92220,"$200,000 or more",120381,,,,,
92223,"$1 under $25,000",78744,,,,,
92223,"$25,000 under $50,000",143991,,,,,
92223,"$50,000 under $75,000",189577,,,,,
92223,"$75,000 under $100,000",188738,,,,,
92223,"$100,000 under $200,000",297322,,,,,
92223,"$200,000 or more",65640,,,,,
92225,"$1 under $25,000",32468,,,,,
92225,"$25,000 under $50,000",47063,,,,,
92225,"$50,000 under $75,000",40708,,,,,
92225,"$75,000 under $100,000",38113,,,,,
92225,"$100,000 under $200,000",48597,,,,,
92225,"$200,000 or more",9394,,,,,
92227,"$1 under $25,000",58798,,,,,
92227,"$25,000 under $50,000",83366,,,,,
92227,"$50,000 under $75,000",71828,,,,,
92227,"$75,000 under $100,000",58679,,,,,
92227,"$100,000 under $200,000",90884,,,,,
92227,"$200,000 or more",65931,,,,,
92230,"$1 under $25,000",7068,,,,,
92230,"$25,000 under $50,000",8783,,,,,
92230,"$50,000 under $75,000",5397,,,,,
92230,"$75,000 under $100,000",5181,,,,,
92230,"$100,000 under $200,000",,,,,,
92230,"$200,000 or more",,,,,,
92231,"$1 under $25,000",203324,,,,,
92231,"$25,000 under $50,000",176620,,,,,
92231,"$50,000 under $75,000",92437,,,,,
92231,"$75,000 under $100,000",56357,,,,,
92231,"$100,000 under $200,000",60759,,,,,
92231,"$200,000 or more",20722,,,,,
92233,"$1 under $25,000",8494,,,,,
92233,"$25,000 under $50,000",12767,,,,,
92233,"$50,000 under $75,000",10085,,,,,
92233,"$75,000 under $100,000",6983,,,,,
92233,"$100,000 under $200,000",13371,,,,,
92233,"$200,000 or more",,,,,,
92234,"$1 under $25,000",143910,,,,,
92234,"$25,000 under $50,000",185735,,,,,
92234,"$50,000 under $75,000",129960,,,,,
92234,"$75,000 under $100,000",88985,,,,,
92234,"$100,000 under $200,000",138842,,,,,
92234,"$200,000 or more",52385,,,,,
92236,"$1 under $25,000",155363,,,,,
92236,"$25,000 under $50,000",216714,,,,,
92236,"$50,000 under $75,000",65480,,,,,
92236,"$75,000 under $100,000",26730,,,,,
92236,"$100,000 under $200,000",27248,,,,,
92236,"$200,000 or more",,,,,,
92240,"$1 under $25,000",108614,,,,,
92240,"$25,000 under $50,000",119114,,,,,
92240,"$50,000 under $75,000",67363,,,,,
92240,"$75,000 under $100,000",38192,,,,,
92240,"$100,000 under $200,000",44701,,,,,
92240,"$200,000 or more",11249,,,,,
92241,"$1 under $25,000",18072,,,,,
92241,"$25,000 under $50,000",20491,,,,,
92241,"$50,000 under $75,000",13786,,,,,
92241,"$75,000 under $100,000",10635,,,,,
92241,"$100,000 under $200,000",16370,,,,,
92241,"$200,000 or more",,,,,,
92242,"$1 under $25,000",3053,,,,,
92242,"$25,000 under $50,000",4128,,,,,
92242,"$50,000 under $75,000",3036,,,,,
92242,"$75,000 under $100,000",4925,,,,,
92242,"$100,000 under $200,000",,,,,,
92242,"$200,000 or more",,,,,,
92243,"$1 under $25,000",120574,,,,,
92243,"$25,000 under $50,000",150742,,,,,
92243,"$50,000 under $75,000",116160,,,,,
92243,"$75,000 under $100,000",97569,,,,,
92243,"$100,000 under $200,000",160858,,,,,
92243,"$200,000 or more",77942,,,,,
92249,"$1 under $25,000",20365,,,,,
92249,"$25,000 under $50,000",27354,,,,,
92249,"$50,000 under $75,000",23422,,,,,
92249,"$75,000 under $100,000",16080,,,,,
92249,"$100,000 under $200,000",11354,,,,,
92249,"$200,000 or more",,,,,,
92250,"$1 under $25,000",20022,,,,,
92250,"$25,000 under $50,000",32450,,,,,
92250,"$50,000 under $75,000",21765,,,,,
92250,"$75,000 under $100,000",18677,,,,,
92250,"$100,000 under $200,000",27646,,,,,
92250,"$200,000 or more",23074,,,,,
92251,"$1 under $25,000",28306,,,,,
92251,"$25,000 under $50,000",54944,,,,,
92251,"$50,000 under $75,000",68167,,,,,
92251,"$75,000 under $100,000",76905,,,,,
92251,"$100,000 under $200,000",117440,,,,,
92251,"$200,000 or more",15282,,,,,
92252,"$1 under $25,000",22177,,,,,
92252,"$25,000 under $50,000",31654,,,,,
92252,"$50,000 under $75,000",26326,,,,,
92252,"$75,000 under $100,000",18137,,,,,
92252,"$100,000 under $200,000",28697,,,,,
92252,"$200,000 or more",,,,,,
92253,"$1 under $25,000",65264,,,,,
92253,"$25,000 under $50,000",113738,,,,,
92253,"$50,000 under $75,000",123176,,,,,
92253,"$75,000 under $100,000",118737,,,,,
92253,"$100,000 under $200,000",301861,,,,,
92253,"$200,000 or more",390864,,,,,
92254,"$1 under $25,000",80919,,,,,
92254,"$25,000 under $50,000",102625,,,,,
92254,"$50,000 under $75,000",8863,,,,,
92254,"$75,000 under $100,000",4055,,,,,
92254,"$100,000 under $200,000",,,,,,
92254,"$200,000 or more",,,,,,
92256,"$1 under $25,000",8868,,,,,
92256,"$25,000 under $50,000",12701,,,,,
92256,"$50,000 under $75,000",13431,,,,,
92256,"$75,000 under $100,000",8100,,,,,
92256,"$100,000 under $200,000",15294,,,,,
92256,"$200,000 or more",,,,,,
92257,"$1 under $25,000",4352,,,,,
92257,"$25,000 under $50,000",5123,,,,,
92257,"$50,000 under $75,000",6698,,,,,
92257,"$75,000 under $100,000",,,,,,
92257,"$100,000 under $200,000",,,,,,
92257,"$200,000 or more",,,,,,
92260,"$1 under $25,000",72405,,,,,
92260,"$25,000 under $50,000",113127,,,,,
92260,"$50,000 under $75,000",100297,,,,,
92260,"$75,000 under $100,000",87429,,,,,
92260,"$100,000 under $200,000",162958,,,,,
92260,"$200,000 or more",207279,,,,,
92262,"$1 under $25,000",71838,,,,,
92262,"$25,000 under $50,000",102032,,,,,
92262,"$50,000 under $75,000",85455,,,,,
92262,"$75,000 under $100,000",63479,,,,,
92262,"$100,000 under $200,000",119095,,,,,
92262,"$200,000 or more",116256,,,,,
92264,"$1 under $25,000",50057,,,,,
92264,"$25,000 under $50,000",77564,,,,,
92264,"$50,000 under $75,000",69845,,,,,
92264,"$75,000 under $100,000",50616,,,,,
92264,"$100,000 under $200,000",107304,,,,,
92264,"$200,000 or more",130524,,,,,
92270,"$1 under $25,000",29381,,,,,
92270,"$25,000 under $50,000",50702,,,,,
92270,"$50,000 under $75,000",63067,,,,,
92270,"$75,000 under $100,000",60614,,,,,
92270,"$100,000 under $200,000",175681,,,,,
92270,"$200,000 or more",430726,,,,,
92274,"$1 under $25,000",81706,,,,,
92274,"$25,000 under $50,000",132979,,,,,
92274,"$50,000 under $75,000",16795,,,,,
92274,"$75,000 under $100,000",8328,,,,,
92274,"$100,000 under $200,000",15443,,,,,
92274,"$200,000 or more",,,,,,
92276,"$1 under $25,000",20517,,,,,
92276,"$25,000 under $50,000",29758,,,,,
92276,"$50,000 under $75,000",21104,,,,,
92276,"$75,000 under $100,000",11533,,,,,
92276,"$100,000 under $200,000",17433,,,,,
92276,"$200,000 or more",,,,,,
92277,"$1 under $25,000",55999,,,,,
92277,"$25,000 under $50,000",93010,,,,,
92277,"$50,000 under $75,000",66845,,,,,
92277,"$75,000 under $100,000",47985,,,,,
92277,"$100,000 under $200,000",59366,,,,,
92277,"$200,000 or more",9721,,,,,
92281,"$1 under $25,000",7232,,,,,
92281,"$25,000 under $50,000",7927,,,,,
92281,"$50,000 under $75,000",5643,,,,,
92281,"$75,000 under $100,000",2757,,,,,
92281,"$100,000 under $200,000",6596,,,,,
92281,"$200,000 or more",,,,,,
92282,"$1 under $25,000",2082,,,,,
92282,"$25,000 under $50,000",3102,,,,,
92282,"$50,000 under $75,000",5132,,,,,
92282,"$75,000 under $100,000",,,,,,
92282,"$100,000 under $200,000",,,,,,
92282,"$200,000 or more",,,,,,
92283,"$1 under $25,000",8677,,,,,
92283,"$25,000 under $50,000",12517,,,,,
92283,"$50,000 under $75,000",6466,,,,,
92283,"$75,000 under $100,000",3184,,,,,
92283,"$100,000 under $200,000",3587,,,,,
92283,"$200,000 or more",,,,,,
92284,"$1 under $25,000",52113,,,,,
92284,"$25,000 under $50,000",79435,,,,,
92284,"$50,000 under $75,000",72968,,,,,
92284,"$75,000 under $100,000",56066,,,,,
92284,"$100,000 under $200,000",77616,,,,,
92284,"$200,000 or more",18237,,,,,
92285,"$1 under $25,000",4818,,,,,
92285,"$25,000 under $50,000",5408,,,,,
92285,"$50,000 under $75,000",4749,,,,,
92285,"$75,000 under $100,000",4455,,,,,
92285,"$100,000 under $200,000",,,,,,
92285,"$200,000 or more",,,,,,
92301,"$1 under $25,000",80017,,,,,
92301,"$25,000 under $50,000",100464,,,,,
92301,"$50,000 under $75,000",68294,,,,,
92301,"$75,000 under $100,000",36713,,,,,
92301,"$100,000 under $200,000",28645,,,,,
92301,"$200,000 or more",,,,,,
92305,"$1 under $25,000",1140,,,,,
92305,"$25,000 under $50,000",2289,,,,,
92305,"$50,000 under $75,000",2493,,,,,
92305,"$75,000 under $100,000",2521,,,,,
92305,"$100,000 under $200,000",5425,,,,,
92305,"$200,000 or more",,,,,,
92307,"$1 under $25,000",80771,,,,,
92307,"$25,000 under $50,000",120955,,,,,
92307,"$50,000 under $75,000",132458,,,,,
92307,"$75,000 under $100,000",120646,,,,,
92307,"$100,000 under $200,000",207542,,,,,
92307,"$200,000 or more",72613,,,,,
92308,"$1 under $25,000",83297,,,,,
92308,"$25,000 under $50,000",121985,,,,,
92308,"$50,000 under $75,000",120694,,,,,
92308,"$75,000 under $100,000",94859,,,,,
92308,"$100,000 under $200,000",164089,,,,,
92308,"$200,000 or more",60275,,,,,
92309,"$1 under $25,000",2676,,,,,
92309,"$25,000 under $50,000",2825,,,,,
92309,"$50,000 under $75,000",2509,,,,,
92309,"$75,000 under $100,000",,,,,,
92309,"$100,000 under $200,000",,,,,,
92309,"$200,000 or more",0,,,,,
92310,"$1 under $25,000",15151,,,,,
92310,"$25,000 under $50,000",44958,,,,,
92310,"$50,000 under $75,000",22355,,,,,
92310,"$75,000 under $100,000",11953,,,,,
92310,"$100,000 under $200,000",12493,,,,,
92310,"$200,000 or more",,,,,,
92311,"$1 under $25,000",65505,,,,,
92311,"$25,000 under $50,000",101384,,,,,
92311,"$50,000 under $75,000",107211,,,,,
92311,"$75,000 under $100,000",77880,,,,,
92311,"$100,000 under $200,000",91444,,,,,
92311,"$200,000 or more",15722,,,,,
92313,"$1 under $25,000",23594,,,,,
92313,"$25,000 under $50,000",49131,,,,,
92313,"$50,000 under $75,000",59585,,,,,
92313,"$75,000 under $100,000",50232,,,,,
92313,"$100,000 under $200,000",79196,,,,,
92313,"$200,000 or more",19531,,,,,
92314,"$1 under $25,000",19895,,,,,
92314,"$25,000 under $50,000",27351,,,,,
92314,"$50,000 under $75,000",27362,,,,,
92314,"$75,000 under $100,000",19779,,,,,
92314,"$100,000 under $200,000",35421,,,,,
92314,"$200,000 or more",12354,,,,,
92315,"$1 under $25,000",19810,,,,,
92315,"$25,000 under $50,000",27517,,,,,
92315,"$50,000 under $75,000",26106,,,,,
92315,"$75,000 under $100,000",22690,,,,,
92315,"$100,000 under $200,000",45717,,,,,
92315,"$200,000 or more",28208,,,,,
92316,"$1 under $25,000",84849,,,,,
92316,"$25,000 under $50,000",121713,,,,,
92316,"$50,000 under $75,000",84160,,,,,
92316,"$75,000 under $100,000",43561,,,,,
92316,"$100,000 under $200,000",41254,,,,,
92316,"$200,000 or more",6931,,,,,
92320,"$1 under $25,000",17465,,,,,
92320,"$25,000 under $50,000",29279,,,,,
92320,"$50,000 under $75,000",33134,,,,,
92320,"$75,000 under $100,000",28571,,,,,
92320,"$100,000 under $200,000",39854,,,,,
92320,"$200,000 or more",11514,,,,,
92324,"$1 under $25,000",153391,,,,,
92324,"$25,000 under $50,000",236904,,,,,
92324,"$50,000 under $75,000",157251,,,,,
92324,"$75,000 under $100,000",100528,,,,,
92324,"$100,000 under $200,000",117193,,,,,
92324,"$200,000 or more",46314,,,,,
92327,"$1 under $25,000",1153,,,,,
92327,"$25,000 under $50,000",2322,,,,,
92327,"$50,000 under $75,000",5510,,,,,
92327,"$75,000 under $100,000",,,,,,
92327,"$100,000 under $200,000",,,,,,
92327,"$200,000 or more",,,,,,
92328,"$1 under $25,000",1604,,,,,
92328,"$25,000 under $50,000",2647,,,,,
92328,"$50,000 under $75,000",3269,,,,,
92328,"$75,000 under $100,000",,,,,,
92328,"$100,000 under $200,000",,,,,,
92328,"$200,000 or more",0,,,,,
92335,"$1 under $25,000",275758,,,,,
92335,"$25,000 under $50,000",377230,,,,,
92335,"$50,000 under $75,000",212279,,,,,
92335,"$75,000 under $100,000",99867,,,,,
92335,"$100,000 under $200,000",72170,,,,,
92335,"$200,000 or more",14392,,,,,
92336,"$1 under $25,000",172934,,,,,
92336,"$25,000 under $50,000",300071,,,,,
92336,"$50,000 under $75,000",341060,,,,,
92336,"$75,000 under $100,000",335109,,,,,
92336,"$100,000 under $200,000",557591,,,,,
92336,"$200,000 or more",82223,,,,,
92337,"$1 under $25,000",78175,,,,,
92337,"$25,000 under $50,000",156315,,,,,
92337,"$50,000 under $75,000",156115,,,,,
92337,"$75,000 under $100,000",115662,,,,,
92337,"$100,000 under $200,000",111371,,,,,
92337,"$200,000 or more",40342,,,,,
92339,"$1 under $25,000",1732,,,,,
92339,"$25,000 under $50,000",3344,,,,,
92339,"$50,000 under $75,000",4399,,,,,
92339,"$75,000 under $100,000",4492,,,,,
92339,"$100,000 under $200,000",11995,,,,,
92339,"$200,000 or more",,,,,,
92342,"$1 under $25,000",11246,,,,,
92342,"$25,000 under $50,000",20637,,,,,
92342,"$50,000 under $75,000",28742,,,,,
92342,"$75,000 under $100,000",27447,,,,,
92342,"$100,000 under $200,000",43847,,,,,
92342,"$200,000 or more",11142,,,,,
92344,"$1 under $25,000",34898,,,,,
92344,"$25,000 under $50,000",69763,,,,,
92344,"$50,000 under $75,000",78200,,,,,
92344,"$75,000 under $100,000",66994,,,,,
92344,"$100,000 under $200,000",106036,,,,,
92344,"$200,000 or more",36265,,,,,
92345,"$1 under $25,000",179890,,,,,
92345,"$25,000 under $50,000",252776,,,,,
92345,"$50,000 under $75,000",228509,,,,,
92345,"$75,000 under $100,000",160141,,,,,
92345,"$100,000 under $200,000",174442,,,,,
92345,"$200,000 or more",24487,,,,,
92346,"$1 under $25,000",120463,,,,,
92346,"$25,000 under $50,000",176926,,,,,
92346,"$50,000 under $75,000",181920,,,,,
92346,"$75,000 under $100,000",178348,,,,,
92346,"$100,000 under $200,000",363232,,,,,
92346,"$200,000 or more",256365,,,,,
92347,"$1 under $25,000",2992,,,,,
92347,"$25,000 under $50,000",4167,,,,,
92347,"$50,000 under $75,000",4780,,,,,
92347,"$75,000 under $100,000",2897,,,,,
92347,"$100,000 under $200,000",3283,,,,,
92347,"$200,000 or more",,,,,,
92354,"$1 under $25,000",41584,,,,,
92354,"$25,000 under $50,000",77577,,,,,
92354,"$50,000 under $75,000",83741,,,,,
92354,"$75,000 under $100,000",65666,,,,,
92354,"$100,000 under $200,000",150143,,,,,
92354,"$200,000 or more",101568,,,,,
92356,"$1 under $25,000",12737,,,,,
92356,"$25,000 under $50,000",17011,,,,,
92356,"$50,000 under $75,000",14988,,,,,
92356,"$75,000 under $100,000",8356,,,,,
92356,"$100,000 under $200,000",10324,,,,,
92356,"$200,000 or more",,,,,,
92358,"$1 under $25,000",1780,,,,,
92358,"$25,000 under $50,000",3114,,,,,
92358,"$50,000 under $75,000",2665,,,,,
92358,"$75,000 under $100,000",2656,,,,,
92358,"$100,000 under $200,000",3915,,,,,
92358,"$200,000 or more",0,,,,,
92359,"$1 under $25,000",17789,,,,,
92359,"$25,000 under $50,000",32768,,,,,
92359,"$50,000 under $75,000",32009,,,,,
92359,"$75,000 under $100,000",28220,,,,,
92359,"$100,000 under $200,000",40306,,,,,
92359,"$200,000 or more",7337,,,,,
92363,"$1 under $25,000",12553,,,,,
92363,"$25,000 under $50,000",14380,,,,,
92363,"$50,000 under $75,000",11930,,,,,
92363,"$75,000 under $100,000",11197,,,,,
92363,"$100,000 under $200,000",23218,,,,,
92363,"$200,000 or more",,,,,,
92365,"$1 under $25,000",4350,,,,,
92365,"$25,000 under $50,000",6169,,,,,
92365,"$50,000 under $75,000",5845,,,,,
92365,"$75,000 under $100,000",5423,,,,,
92365,"$100,000 under $200,000",6766,,,,,
92365,"$200,000 or more",,,,,,
92368,"$1 under $25,000",2204,,,,,
92368,"$25,000 under $50,000",2126,,,,,
92368,"$50,000 under $75,000",5804,,,,,
92368,"$75,000 under $100,000",,,,,,
92368,"$100,000 under $200,000",,,,,,
92368,"$200,000 or more",,,,,,
92371,"$1 under $25,000",19255,,,,,
92371,"$25,000 under $50,000",29590,,,,,
92371,"$50,000 under $75,000",31058,,,,,
92371,"$75,000 under $100,000",23261,,,,,
92371,"$100,000 under $200,000",33673,,,,,
92371,"$200,000 or more",6501,,,,,
92372,"$1 under $25,000",9211,,,,,
92372,"$25,000 under $50,000",14131,,,,,
92372,"$50,000 under $75,000",19534,,,,,
92372,"$75,000 under $100,000",16295,,,,,
92372,"$100,000 under $200,000",32471,,,,,
92372,"$200,000 or more",,,,,,
92373,"$1 under $25,000",56782,,,,,
92373,"$25,000 under $50,000",114286,,,,,
92373,"$50,000 under $75,000",138385,,,,,
92373,"$75,000 under $100,000",135451,,,,,
92373,"$100,000 under $200,000",347325,,,,,
92373,"$200,000 or more",424577,,,,,
92374,"$1 under $25,000",84335,,,,,
92374,"$25,000 under $50,000",131081,,,,,
92374,"$50,000 under $75,000",146573,,,,,
92374,"$75,000 under $100,000",133230,,,,,
92374,"$100,000 under $200,000",255568,,,,,
92374,"$200,000 or more",136326,,,,,
92376,"$1 under $25,000",219415,,,,,
92376,"$25,000 under $50,000",327037,,,,,
92376,"$50,000 under $75,000",219704,,,,,
92376,"$75,000 under $100,000",114336,,,,,
92376,"$100,000 under $200,000",86611,,,,,
92376,"$200,000 or more",11258,,,,,
92377,"$1 under $25,000",48345,,,,,
92377,"$25,000 under $50,000",84615,,,,,
92377,"$50,000 under $75,000",98093,,,,,
92377,"$75,000 under $100,000",82619,,,,,
92377,"$100,000 under $200,000",97688,,,,,
92377,"$200,000 or more",18436,,,,,
92392,"$1 under $25,000",116950,,,,,
92392,"$25,000 under $50,000",180722,,,,,
92392,"$50,000 under $75,000",186050,,,,,
92392,"$75,000 under $100,000",143190,,,,,
92392,"$100,000 under $200,000",180625,,,,,
92392,"$200,000 or more",20641,,,,,
92394,"$1 under $25,000",67713,,,,,
92394,"$25,000 under $50,000",99037,,,,,
92394,"$50,000 under $75,000",93796,,,,,
92394,"$75,000 under $100,000",63377,,,,,
92394,"$100,000 under $200,000",65191,,,,,
92394,"$200,000 or more",8752,,,,,
